store_id,model_id,segment,forecast_demand,safety_stock,recommended_inventory
S02,P037,Mid-range,372,74,446
S02,P038,Mid-range,373,75,448
S02,P039,Mid-range,372,74,446
S02,P040,Mid-range,372,74,446
S02,P041,Premium,243,49,292
S02,P042,Premium,256,51,307
S02,P043,Premium,124,25,149
S02,P044,Premium,255,51,306
S02,P045,Premium,252,50,302
S02,P046,Premium,256,51,307
S02,P047,Premium,254,51,305
S02,P048,Premium,255,51,306
S02,P049,Premium,255,51,306
S02,P050,Premium,256,51,307
S02,P051,Premium,255,51,306
S02,P052,Premium,255,51,306
S02,P053,Flagship,81,16,97
S02,P054,Flagship,187,37,224
S02,P055,Flagship,78,16,94
S02,P056,Flagship,187,37,224
S02,P057,Flagship,157,31,188
S02,P058,Flagship,187,37,224
S02,P059,Flagship,187,37,224
S02,P060,Flagship,187,37,224
S03,P001,Budget,258,52,310
S03,P002,Budget,558,112,670
S03,P003,Budget,271,54,325
S03,P004,Budget,558,112,670
S03,P005,Budget,411,82,493
S03,P006,Budget,558,112,670
S03,P007,Budget,558,112,670
S03,P008,Budget,558,112,670
S03,P009,Budget,558,112,670
S03,P010,Budget,558,112,670
S03,P011,Budget,558,112,670
S03,P012,Budget,558,112,670
S03,P013,Budget,557,111,668
S03,P014,Budget,558,112,670
S03,P015,Budget,558,112,670
S03,P016,Budget,558,112,670
S03,P017,Budget,558,112,670
S03,P018,Budget,558,112,670
S03,P019,Budget,558,112,670
S03,P020,Budget,558,112,670
S03,P021,Mid-range,255,51,306
S03,P022,Mid-range,499,100,599
S03,P023,Mid-range,255,51,306
S03,P024,Mid-range,499,100,599
S03,P025,Mid-range,257,51,308
S03,P026,Mid-range,499,100,599
S03,P027,Mid-range,501,100,601
S03,P028,Mid-range,499,100,599
S03,P029,Mid-range,500,100,600
S03,P030,Mid-range,499,100,599
S03,P031,Mid-range,500,100,600
S03,P032,Mid-range,499,100,599
S03,P033,Mid-range,500,100,600
S03,P034,Mid-range,499,100,599
S03,P035,Mid-range,500,100,600
S03,P036,Mid-range,499,100,599
S03,P037,Mid-range,502,100,602
S03,P038,Mid-range,498,100,598
S03,P039,Mid-range,504,101,605
S03,P040,Mid-range,499,100,599
S03,P041,Premium,167,33,200
S03,P042,Premium,190,38,228
S03,P043,Premium,68,14,82
S03,P044,Premium,191,38,229
S03,P045,Premium,190,38,228
S03,P046,Premium,191,38,229
S03,P047,Premium,191,38,229
S03,P048,Premium,190,38,228
S03,P049,Premium,192,38,230
S03,P050,Premium,190,38,228
S03,P051,Premium,190,38,228
S03,P052,Premium,190,38,228
S03,P053,Flagship,62,12,74
S03,P054,Flagship,63,13,76
S03,P055,Flagship,62,12,74
S03,P056,Flagship,63,13,76
S03,P057,Flagship,63,13,76
S03,P058,Flagship,63,13,76
S03,P059,Flagship,63,13,76
S03,P060,Flagship,63,13,76
S04,P001,Budget,187,37,224
S04,P002,Budget,371,74,445
S04,P003,Budget,186,37,223
S04,P004,Budget,372,74,446
S04,P005,Budget,264,53,317
S04,P006,Budget,372,74,446
S04,P007,Budget,370,74,444
S04,P008,Budget,372,74,446
S04,P009,Budget,372,74,446
S04,P010,Budget,371,74,445
S04,P011,Budget,372,74,446
S04,P012,Budget,372,74,446
S04,P013,Budget,372,74,446
S04,P014,Budget,372,74,446
S04,P015,Budget,372,74,446
S04,P016,Budget,372,74,446
S04,P017,Budget,371,74,445
S04,P018,Budget,370,74,444
S04,P019,Budget,372,74,446
S04,P020,Budget,372,74,446
S04,P021,Mid-range,187,37,224
S04,P022,Mid-range,372,74,446
S04,P023,Mid-range,186,37,223
S04,P024,Mid-range,372,74,446
S04,P025,Mid-range,186,37,223
S04,P026,Mid-range,372,74,446
S04,P027,Mid-range,372,74,446
S04,P028,Mid-range,372,74,446
S04,P029,Mid-range,372,74,446
S04,P030,Mid-range,372,74,446
S04,P031,Mid-range,372,74,446
S04,P032,Mid-range,372,74,446
S04,P033,Mid-range,372,74,446
S04,P034,Mid-range,372,74,446
S04,P035,Mid-range,372,74,446
S04,P036,Mid-range,372,74,446
S04,P037,Mid-range,372,74,446
S04,P038,Mid-range,372,74,446
S04,P039,Mid-range,372,74,446
S04,P040,Mid-range,372,74,446
S04,P041,Premium,233,47,280
S04,P042,Premium,255,51,306
S04,P043,Premium,124,25,149
S04,P044,Premium,255,51,306
S04,P045,Premium,254,51,305
S04,P046,Premium,255,51,306
S04,P047,Premium,255,51,306
S04,P048,Premium,255,51,306
S04,P049,Premium,261,52,313
S04,P050,Premium,255,51,306
S04,P051,Premium,256,51,307
S04,P052,Premium,255,51,306
S04,P053,Flagship,76,15,91
S04,P054,Flagship,188,38,226
S04,P055,Flagship,98,20,118
S04,P056,Flagship,187,37,224
S04,P057,Flagship,161,32,193
S04,P058,Flagship,187,37,224
S04,P059,Flagship,187,37,224
S04,P060,Flagship,187,37,224
S05,P001,Budget,260,52,312
S05,P002,Budget,558,112,670
S05,P003,Budget,272,54,326
S05,P004,Budget,558,112,670
S05,P005,Budget,419,84,503
S05,P006,Budget,558,112,670
S05,P007,Budget,558,112,670
S05,P008,Budget,558,112,670
S05,P009,Budget,558,112,670
S05,P010,Budget,566,113,679
S05,P011,Budget,558,112,670
S05,P012,Budget,558,112,670
S05,P013,Budget,558,112,670
S05,P014,Budget,558,112,670
S05,P015,Budget,558,112,670
S05,P016,Budget,558,112,670
S05,P017,Budget,558,112,670
S05,P018,Budget,558,112,670
S05,P019,Budget,556,111,667
S05,P020,Budget,558,112,670
S05,P021,Mid-range,255,51,306
S05,P022,Mid-range,501,100,601
S05,P023,Mid-range,253,51,304
S05,P024,Mid-range,499,100,599
S05,P025,Mid-range,255,51,306
S05,P026,Mid-range,499,100,599
S05,P027,Mid-range,500,100,600
S05,P028,Mid-range,499,100,599
S05,P029,Mid-range,501,100,601
S05,P030,Mid-range,499,100,599
S05,P031,Mid-range,504,101,605
S05,P032,Mid-range,500,100,600
S05,P033,Mid-range,502,100,602
S05,P034,Mid-range,503,101,604
S05,P035,Mid-range,501,100,601
S05,P036,Mid-range,499,100,599
S05,P037,Mid-range,502,100,602
S05,P038,Mid-range,499,100,599
S05,P039,Mid-range,499,100,599
S05,P040,Mid-range,500,100,600
S05,P041,Premium,171,34,205
S05,P042,Premium,190,38,228
S05,P043,Premium,90,18,108
S05,P044,Premium,191,38,229
S05,P045,Premium,190,38,228
S05,P046,Premium,191,38,229
S05,P047,Premium,190,38,228
S05,P048,Premium,190,38,228
S05,P049,Premium,191,38,229
S05,P050,Premium,191,38,229
S05,P051,Premium,190,38,228
S05,P052,Premium,190,38,228
S05,P053,Flagship,62,12,74
S05,P054,Flagship,64,13,77
S05,P055,Flagship,62,12,74
S05,P056,Flagship,64,13,77
S05,P057,Flagship,63,13,76
S05,P058,Flagship,63,13,76
S05,P059,Flagship,64,13,77
S05,P060,Flagship,63,13,76
S06,P001,Budget,187,37,224
S06,P002,Budget,372,74,446
S06,P003,Budget,187,37,224
S06,P004,Budget,372,74,446
S06,P005,Budget,263,53,316
S06,P006,Budget,372,74,446
S06,P007,Budget,372,74,446
S06,P008,Budget,372,74,446
S06,P009,Budget,372,74,446
S06,P010,Budget,370,74,444
S06,P011,Budget,372,74,446
S06,P012,Budget,372,74,446
S06,P013,Budget,372,74,446
S06,P014,Budget,372,74,446
S06,P015,Budget,372,74,446
S06,P016,Budget,372,74,446
S06,P017,Budget,372,74,446
S06,P018,Budget,372,74,446
S06,P019,Budget,372,74,446
S06,P020,Budget,372,74,446
S06,P021,Mid-range,187,37,224
S06,P022,Mid-range,372,74,446
S06,P023,Mid-range,187,37,224
S06,P024,Mid-range,373,75,448
S06,P025,Mid-range,186,37,223
S06,P026,Mid-range,372,74,446
S06,P027,Mid-range,372,74,446
S06,P028,Mid-range,372,74,446
S06,P029,Mid-range,373,75,448
S06,P030,Mid-range,372,74,446
S06,P031,Mid-range,373,75,448
S06,P032,Mid-range,372,74,446
S06,P033,Mid-range,372,74,446
S06,P034,Mid-range,372,74,446
S06,P035,Mid-range,372,74,446
S06,P036,Mid-range,373,75,448
S06,P037,Mid-range,372,74,446
S06,P038,Mid-range,372,74,446
S06,P039,Mid-range,372,74,446
S06,P040,Mid-range,372,74,446
S06,P041,Premium,244,49,293
S06,P042,Premium,255,51,306
S06,P043,Premium,124,25,149
S06,P044,Premium,255,51,306
S06,P045,Premium,255,51,306
S06,P046,Premium,255,51,306
S06,P047,Premium,255,51,306
S06,P048,Premium,256,51,307
S06,P049,Premium,255,51,306
S06,P050,Premium,256,51,307
S06,P051,Premium,255,51,306
S06,P052,Premium,255,51,306
S06,P053,Flagship,66,13,79
S06,P054,Flagship,187,37,224
S06,P055,Flagship,103,21,124
S06,P056,Flagship,187,37,224
S06,P057,Flagship,159,32,191
S06,P058,Flagship,187,37,224
S06,P059,Flagship,187,37,224
S06,P060,Flagship,187,37,224
S07,P001,Budget,257,51,308
S07,P002,Budget,558,112,670
S07,P003,Budget,276,55,331
S07,P004,Budget,558,112,670
S07,P005,Budget,408,82,490
S07,P006,Budget,557,111,668
S07,P007,Budget,558,112,670
S07,P008,Budget,558,112,670
S07,P009,Budget,558,112,670
S07,P010,Budget,557,111,668
S07,P011,Budget,558,112,670
S07,P012,Budget,558,112,670
S07,P013,Budget,558,112,670
S07,P014,Budget,558,112,670
S07,P015,Budget,558,112,670
S07,P016,Budget,558,112,670
S07,P017,Budget,558,112,670
S07,P018,Budget,558,112,670
S07,P019,Budget,556,111,667
S07,P020,Budget,558,112,670
S07,P021,Mid-range,255,51,306
S07,P022,Mid-range,500,100,600
S07,P023,Mid-range,255,51,306
S07,P024,Mid-range,499,100,599
S07,P025,Mid-range,255,51,306
S07,P026,Mid-range,499,100,599
S07,P027,Mid-range,499,100,599
S07,P028,Mid-range,499,100,599
S07,P029,Mid-range,504,101,605
S07,P030,Mid-range,499,100,599
S07,P031,Mid-range,500,100,600
S07,P032,Mid-range,499,100,599
S07,P033,Mid-range,502,100,602
S07,P034,Mid-range,498,100,598
S07,P035,Mid-range,500,100,600
S07,P036,Mid-range,498,100,598
S07,P037,Mid-range,504,101,605
S07,P038,Mid-range,499,100,599
S07,P039,Mid-range,500,100,600
S07,P040,Mid-range,499,100,599
S07,P041,Premium,168,34,202
S07,P042,Premium,190,38,228
S07,P043,Premium,73,15,88
S07,P044,Premium,191,38,229
S07,P045,Premium,190,38,228
S07,P046,Premium,191,38,229
S07,P047,Premium,190,38,228
S07,P048,Premium,190,38,228
S07,P049,Premium,191,38,229
S07,P050,Premium,191,38,229
S07,P051,Premium,190,38,228
S07,P052,Premium,192,38,230
S07,P053,Flagship,62,12,74
S07,P054,Flagship,63,13,76
S07,P055,Flagship,62,12,74
S07,P056,Flagship,66,13,79
S07,P057,Flagship,80,16,96
S07,P058,Flagship,68,14,82
S07,P059,Flagship,68,14,82
S07,P060,Flagship,65,13,78
S08,P001,Budget,258,52,310
S08,P002,Budget,558,112,670
S08,P003,Budget,259,52,311
S08,P004,Budget,558,112,670
S08,P005,Budget,413,83,496
S08,P006,Budget,556,111,667
S08,P007,Budget,558,112,670
S08,P008,Budget,558,112,670
S08,P009,Budget,558,112,670
S08,P010,Budget,558,112,670
S08,P011,Budget,558,112,670
S08,P012,Budget,558,112,670
S08,P013,Budget,558,112,670
S08,P014,Budget,558,112,670
S08,P015,Budget,558,112,670
S08,P016,Budget,558,112,670
S08,P017,Budget,558,112,670
S08,P018,Budget,558,112,670
S08,P019,Budget,557,111,668
S08,P020,Budget,558,112,670
S08,P021,Mid-range,255,51,306
S08,P022,Mid-range,500,100,600
S08,P023,Mid-range,255,51,306
S08,P024,Mid-range,499,100,599
S08,P025,Mid-range,255,51,306
S08,P026,Mid-range,499,100,599
S08,P027,Mid-range,501,100,601
S08,P028,Mid-range,501,100,601
S08,P029,Mid-range,499,100,599
S08,P030,Mid-range,499,100,599
S08,P031,Mid-range,499,100,599
S08,P032,Mid-range,499,100,599
S08,P033,Mid-range,501,100,601
S08,P034,Mid-range,500,100,600
S08,P035,Mid-range,500,100,600
S08,P036,Mid-range,499,100,599
S08,P037,Mid-range,501,100,601
S08,P038,Mid-range,499,100,599
S08,P039,Mid-range,498,100,598
S08,P040,Mid-range,499,100,599
S08,P041,Premium,165,33,198
S08,P042,Premium,190,38,228
S08,P043,Premium,104,21,125
S08,P044,Premium,190,38,228
S08,P045,Premium,190,38,228
S08,P046,Premium,191,38,229
S08,P047,Premium,190,38,228
S08,P048,Premium,190,38,228
S08,P049,Premium,191,38,229
S08,P050,Premium,190,38,228
S08,P051,Premium,190,38,228
S08,P052,Premium,190,38,228
S08,P053,Flagship,62,12,74
S08,P054,Flagship,64,13,77
S08,P055,Flagship,62,12,74
S08,P056,Flagship,64,13,77
S08,P057,Flagship,63,13,76
S08,P058,Flagship,63,13,76
S08,P059,Flagship,63,13,76
S08,P060,Flagship,63,13,76
S09,P001,Budget,260,52,312
S09,P002,Budget,558,112,670
S09,P003,Budget,279,56,335
S09,P004,Budget,558,112,670
S09,P005,Budget,412,82,494
S09,P006,Budget,557,111,668
S09,P007,Budget,558,112,670
S09,P008,Budget,558,112,670
S09,P009,Budget,558,112,670
S09,P010,Budget,558,112,670
S09,P011,Budget,558,112,670
S09,P012,Budget,558,112,670
S09,P013,Budget,558,112,670
S09,P014,Budget,558,112,670
S09,P015,Budget,558,112,670
S09,P016,Budget,558,112,670
S09,P017,Budget,558,112,670
S09,P018,Budget,558,112,670
S09,P019,Budget,557,111,668
S09,P020,Budget,558,112,670
S09,P021,Mid-range,255,51,306
S09,P022,Mid-range,500,100,600
S09,P023,Mid-range,255,51,306
S09,P024,Mid-range,499,100,599
S09,P025,Mid-range,255,51,306
S09,P026,Mid-range,499,100,599
S09,P027,Mid-range,500,100,600
S09,P028,Mid-range,500,100,600
S09,P029,Mid-range,500,100,600
S09,P030,Mid-range,500,100,600
S09,P031,Mid-range,503,101,604
S09,P032,Mid-range,500,100,600
S09,P033,Mid-range,502,100,602
S09,P034,Mid-range,500,100,600
S09,P035,Mid-range,501,100,601
S09,P036,Mid-range,498,100,598
S09,P037,Mid-range,501,100,601
S09,P038,Mid-range,499,100,599
S09,P039,Mid-range,499,100,599
S09,P040,Mid-range,499,100,599
S09,P041,Premium,169,34,203
S09,P042,Premium,190,38,228
S09,P043,Premium,91,18,109
S09,P044,Premium,190,38,228
S09,P045,Premium,190,38,228
S09,P046,Premium,191,38,229
S09,P047,Premium,190,38,228
S09,P048,Premium,190,38,228
S09,P049,Premium,191,38,229
S09,P050,Premium,191,38,229
S09,P051,Premium,190,38,228
S09,P052,Premium,190,38,228
S09,P053,Flagship,62,12,74
S09,P054,Flagship,62,12,74
S09,P055,Flagship,62,12,74
S09,P056,Flagship,63,13,76
S09,P057,Flagship,63,13,76
S09,P058,Flagship,63,13,76
S09,P059,Flagship,64,13,77
S09,P060,Flagship,63,13,76
S10,P001,Budget,259,52,311
S10,P002,Budget,558,112,670
S10,P003,Budget,259,52,311
S10,P004,Budget,558,112,670
S10,P005,Budget,412,82,494
S10,P006,Budget,556,111,667
S10,P007,Budget,558,112,670
S10,P008,Budget,558,112,670
S10,P009,Budget,558,112,670
S10,P010,Budget,558,112,670
S10,P011,Budget,558,112,670
S10,P012,Budget,558,112,670
S10,P013,Budget,557,111,668
S10,P014,Budget,558,112,670
S10,P015,Budget,558,112,670
S10,P016,Budget,558,112,670
S10,P017,Budget,558,112,670
S10,P018,Budget,557,111,668
S10,P019,Budget,558,112,670
S10,P020,Budget,558,112,670
S10,P021,Mid-range,255,51,306
S10,P022,Mid-range,500,100,600
S10,P023,Mid-range,255,51,306
S10,P024,Mid-range,500,100,600
S10,P025,Mid-range,255,51,306
S10,P026,Mid-range,499,100,599
S10,P027,Mid-range,499,100,599
S10,P028,Mid-range,500,100,600
S10,P029,Mid-range,500,100,600
S10,P030,Mid-range,499,100,599
S10,P031,Mid-range,500,100,600
S10,P032,Mid-range,499,100,599
S10,P033,Mid-range,501,100,601
S10,P034,Mid-range,499,100,599
S10,P035,Mid-range,501,100,601
S10,P036,Mid-range,499,100,599
S10,P037,Mid-range,503,101,604
S10,P038,Mid-range,499,100,599
S10,P039,Mid-range,499,100,599
S10,P040,Mid-range,499,100,599
S10,P041,Premium,170,34,204
S10,P042,Premium,190,38,228
S10,P043,Premium,77,15,92
S10,P044,Premium,191,38,229
S10,P045,Premium,190,38,228
S10,P046,Premium,191,38,229
S10,P047,Premium,190,38,228
S10,P048,Premium,190,38,228
S10,P049,Premium,191,38,229
S10,P050,Premium,190,38,228
S10,P051,Premium,190,38,228
S10,P052,Premium,190,38,228
S10,P053,Flagship,62,12,74
S10,P054,Flagship,63,13,76
S10,P055,Flagship,62,12,74
S10,P056,Flagship,63,13,76
S10,P057,Flagship,62,12,74
S10,P058,Flagship,64,13,77
S10,P059,Flagship,63,13,76
S10,P060,Flagship,63,13,76
S11,P001,Budget,385,77,462
S11,P002,Budget,753,151,904
S11,P003,Budget,372,74,446
S11,P004,Budget,754,151,905
S11,P005,Budget,525,105,630
S11,P006,Budget,754,151,905
S11,P007,Budget,754,151,905
S11,P008,Budget,754,151,905
S11,P009,Budget,754,151,905
S11,P010,Budget,753,151,904
S11,P011,Budget,754,151,905
S11,P012,Budget,754,151,905
S11,P013,Budget,753,151,904
S11,P014,Budget,754,151,905
S11,P015,Budget,753,151,904
S11,P016,Budget,754,151,905
S11,P017,Budget,754,151,905
S11,P018,Budget,754,151,905
S11,P019,Budget,753,151,904
S11,P020,Budget,754,151,905
S11,P021,Mid-range,187,37,224
S11,P022,Mid-range,431,86,517
S11,P023,Mid-range,187,37,224
S11,P024,Mid-range,433,87,520
S11,P025,Mid-range,188,38,226
S11,P026,Mid-range,433,87,520
S11,P027,Mid-range,423,85,508
S11,P028,Mid-range,433,87,520
S11,P029,Mid-range,433,87,520
S11,P030,Mid-range,434,87,521
S11,P031,Mid-range,433,87,520
S11,P032,Mid-range,427,85,512
S11,P033,Mid-range,432,86,518
S11,P034,Mid-range,432,86,518
S11,P035,Mid-range,419,84,503
S11,P036,Mid-range,433,87,520
S11,P037,Mid-range,434,87,521
S11,P038,Mid-range,429,86,515
S11,P039,Mid-range,434,87,521
S11,P040,Mid-range,434,87,521
S11,P041,Premium,110,22,132
S11,P042,Premium,124,25,149
S11,P043,Premium,62,12,74
S11,P044,Premium,124,25,149
S11,P045,Premium,124,25,149
S11,P046,Premium,124,25,149
S11,P047,Premium,124,25,149
S11,P048,Premium,124,25,149
S11,P049,Premium,125,25,150
S11,P050,Premium,124,25,149
S11,P051,Premium,124,25,149
S11,P052,Premium,124,25,149
S11,P053,Flagship,49,10,59
S11,P054,Flagship,62,12,74
S11,P055,Flagship,42,8,50
S11,P056,Flagship,62,12,74
S11,P057,Flagship,51,10,61
S11,P058,Flagship,62,12,74
S11,P059,Flagship,62,12,74
S11,P060,Flagship,62,12,74
S12,P001,Budget,372,74,446
S12,P002,Budget,754,151,905
S12,P003,Budget,373,75,448
S12,P004,Budget,753,151,904
S12,P005,Budget,510,102,612
S12,P006,Budget,753,151,904
S12,P007,Budget,753,151,904
S12,P008,Budget,753,151,904
S12,P009,Budget,753,151,904
S12,P010,Budget,754,151,905
S12,P011,Budget,753,151,904
S12,P012,Budget,753,151,904
S12,P013,Budget,754,151,905
S12,P014,Budget,754,151,905
S12,P015,Budget,753,151,904
S12,P016,Budget,754,151,905
S12,P017,Budget,754,151,905
S12,P018,Budget,754,151,905
S12,P019,Budget,753,151,904
S12,P020,Budget,754,151,905
S12,P021,Mid-range,187,37,224
S12,P022,Mid-range,432,86,518
S12,P023,Mid-range,189,38,227
S12,P024,Mid-range,434,87,521
S12,P025,Mid-range,194,39,233
S12,P026,Mid-range,430,86,516
S12,P027,Mid-range,434,87,521
S12,P028,Mid-range,432,86,518
S12,P029,Mid-range,433,87,520
S12,P030,Mid-range,431,86,517
S12,P031,Mid-range,434,87,521
S12,P032,Mid-range,433,87,520
S12,P033,Mid-range,434,87,521
S12,P034,Mid-range,431,86,517
S12,P035,Mid-range,431,86,517
S12,P036,Mid-range,428,86,514
S12,P037,Mid-range,434,87,521
S12,P038,Mid-range,434,87,521
S12,P039,Mid-range,430,86,516
S12,P040,Mid-range,428,86,514
S12,P041,Premium,112,22,134
S12,P042,Premium,124,25,149
S12,P043,Premium,62,12,74
S12,P044,Premium,124,25,149
S12,P045,Premium,124,25,149
S12,P046,Premium,124,25,149
S12,P047,Premium,124,25,149
S12,P048,Premium,124,25,149
S12,P049,Premium,124,25,149
S12,P050,Premium,124,25,149
S12,P051,Premium,124,25,149
S12,P052,Premium,124,25,149
S12,P053,Flagship,60,12,72
S12,P054,Flagship,62,12,74
S12,P055,Flagship,47,9,56
S12,P056,Flagship,62,12,74
S12,P057,Flagship,58,12,70
S12,P058,Flagship,62,12,74
S12,P059,Flagship,62,12,74
S12,P060,Flagship,62,12,74
S13,P001,Budget,257,51,308
S13,P002,Budget,558,112,670
S13,P003,Budget,285,57,342
S13,P004,Budget,558,112,670
S13,P005,Budget,414,83,497
S13,P006,Budget,555,111,666
S13,P007,Budget,558,112,670
S13,P008,Budget,558,112,670
S13,P009,Budget,558,112,670
S13,P010,Budget,558,112,670
S13,P011,Budget,558,112,670
S13,P012,Budget,558,112,670
S13,P013,Budget,557,111,668
S13,P014,Budget,558,112,670
S13,P015,Budget,558,112,670
S13,P016,Budget,558,112,670
S13,P017,Budget,558,112,670
S13,P018,Budget,558,112,670
S13,P019,Budget,558,112,670
S13,P020,Budget,558,112,670
S13,P021,Mid-range,255,51,306
S13,P022,Mid-range,500,100,600
S13,P023,Mid-range,255,51,306
S13,P024,Mid-range,501,100,601
S13,P025,Mid-range,255,51,306
S13,P026,Mid-range,499,100,599
S13,P027,Mid-range,501,100,601
S13,P028,Mid-range,501,100,601
S13,P029,Mid-range,500,100,600
S13,P030,Mid-range,502,100,602
S13,P031,Mid-range,504,101,605
S13,P032,Mid-range,499,100,599
S13,P033,Mid-range,498,100,598
S13,P034,Mid-range,499,100,599
S13,P035,Mid-range,500,100,600
S13,P036,Mid-range,499,100,599
S13,P037,Mid-range,504,101,605
S13,P038,Mid-range,500,100,600
S13,P039,Mid-range,501,100,601
S13,P040,Mid-range,501,100,601
S13,P041,Premium,172,34,206
S13,P042,Premium,190,38,228
S13,P043,Premium,87,17,104
S13,P044,Premium,190,38,228
S13,P045,Premium,190,38,228
S13,P046,Premium,191,38,229
S13,P047,Premium,190,38,228
S13,P048,Premium,190,38,228
S13,P049,Premium,191,38,229
S13,P050,Premium,190,38,228
S13,P051,Premium,190,38,228
S13,P052,Premium,188,38,226
S13,P053,Flagship,62,12,74
S13,P054,Flagship,64,13,77
S13,P055,Flagship,62,12,74
S13,P056,Flagship,63,13,76
S13,P057,Flagship,65,13,78
S13,P058,Flagship,63,13,76
S13,P059,Flagship,62,12,74
S13,P060,Flagship,64,13,77
S14,P001,Budget,397,79,476
S14,P002,Budget,753,151,904
S14,P003,Budget,372,74,446
S14,P004,Budget,753,151,904
S14,P005,Budget,532,106,638
S14,P006,Budget,753,151,904
S14,P007,Budget,754,151,905
S14,P008,Budget,752,150,902
S14,P009,Budget,753,151,904
S14,P010,Budget,754,151,905
S14,P011,Budget,754,151,905
S14,P012,Budget,754,151,905
S14,P013,Budget,754,151,905
S14,P014,Budget,754,151,905
S14,P015,Budget,754,151,905
S14,P016,Budget,754,151,905
S14,P017,Budget,754,151,905
S14,P018,Budget,754,151,905
S14,P019,Budget,754,151,905
S14,P020,Budget,754,151,905
S14,P021,Mid-range,191,38,229
S14,P022,Mid-range,434,87,521
S14,P023,Mid-range,191,38,229
S14,P024,Mid-range,433,87,520
S14,P025,Mid-range,191,38,229
S14,P026,Mid-range,430,86,516
S14,P027,Mid-range,431,86,517
S14,P028,Mid-range,429,86,515
S14,P029,Mid-range,433,87,520
S14,P030,Mid-range,434,87,521
S14,P031,Mid-range,433,87,520
S14,P032,Mid-range,425,85,510
S14,P033,Mid-range,432,86,518
S14,P034,Mid-range,434,87,521
S14,P035,Mid-range,426,85,511
S14,P036,Mid-range,434,87,521
S14,P037,Mid-range,434,87,521
S14,P038,Mid-range,434,87,521
S14,P039,Mid-range,434,87,521
S14,P040,Mid-range,430,86,516
S14,P041,Premium,110,22,132
S14,P042,Premium,124,25,149
S14,P043,Premium,62,12,74
S14,P044,Premium,124,25,149
S14,P045,Premium,124,25,149
S14,P046,Premium,124,25,149
S14,P047,Premium,124,25,149
S14,P048,Premium,124,25,149
S14,P049,Premium,124,25,149
