store_id,model_id,segment,forecast_demand,safety_stock,recommended_inventory,current_inventory,inventory_gap,excess_inventory,shortage_inventory
S05,P012,Budget,558,112,670,624,-46,0,46
S05,P013,Budget,558,112,670,811,141,141,0
S05,P014,Budget,558,112,670,596,-74,0,74
S05,P015,Budget,558,112,670,537,-133,0,133
S05,P016,Budget,558,112,670,693,23,23,0
S05,P017,Budget,558,112,670,845,175,175,0
S05,P018,Budget,558,112,670,749,79,79,0
S05,P019,Budget,556,111,667,695,28,28,0
S05,P020,Budget,558,112,670,508,-162,0,162
S05,P021,Mid-range,255,51,306,327,21,21,0
S05,P022,Mid-range,501,100,601,778,177,177,0
S05,P023,Mid-range,253,51,304,238,-66,0,66
S05,P024,Mid-range,499,100,599,606,7,7,0
S05,P025,Mid-range,255,51,306,375,69,69,0
S05,P026,Mid-range,499,100,599,686,87,87,0
S05,P027,Mid-range,500,100,600,671,71,71,0
S05,P028,Mid-range,499,100,599,672,73,73,0
S05,P029,Mid-range,501,100,601,550,-51,0,51
S05,P030,Mid-range,499,100,599,525,-74,0,74
S05,P031,Mid-range,504,101,605,717,112,112,0
S05,P032,Mid-range,500,100,600,712,112,112,0
S05,P033,Mid-range,502,100,602,735,133,133,0
S05,P034,Mid-range,503,101,604,754,150,150,0
S05,P035,Mid-range,501,100,601,605,4,4,0
S05,P036,Mid-range,499,100,599,600,1,1,0
S05,P037,Mid-range,502,100,602,710,108,108,0
S05,P038,Mid-range,499,100,599,653,54,54,0
S05,P039,Mid-range,499,100,599,672,73,73,0
S05,P040,Mid-range,500,100,600,706,106,106,0
S05,P041,Premium,171,34,205,253,48,48,0
S05,P042,Premium,190,38,228,206,-22,0,22
S05,P043,Premium,90,18,108,100,-8,0,8
S05,P044,Premium,191,38,229,173,-56,0,56
S05,P045,Premium,190,38,228,239,11,11,0
S05,P046,Premium,191,38,229,165,-64,0,64
S05,P047,Premium,190,38,228,223,-5,0,5
S05,P048,Premium,190,38,228,234,6,6,0
S05,P049,Premium,191,38,229,200,-29,0,29
S05,P050,Premium,191,38,229,241,12,12,0
S05,P051,Premium,190,38,228,164,-64,0,64
S05,P052,Premium,190,38,228,165,-63,0,63
S05,P053,Flagship,62,12,74,88,14,14,0
S05,P054,Flagship,64,13,77,71,-6,0,6
S05,P055,Flagship,62,12,74,57,-17,0,17
S05,P056,Flagship,64,13,77,78,1,1,0
S05,P057,Flagship,63,13,76,88,12,12,0
S05,P058,Flagship,63,13,76,63,-13,0,13
S05,P059,Flagship,64,13,77,83,6,6,0
S05,P060,Flagship,63,13,76,57,-19,0,19
S06,P001,Budget,187,37,224,164,-60,0,60
S06,P002,Budget,372,74,446,454,8,8,0
S06,P003,Budget,187,37,224,229,5,5,0
S06,P004,Budget,372,74,446,483,37,37,0
S06,P005,Budget,263,53,316,359,43,43,0
S06,P006,Budget,372,74,446,573,127,127,0
S06,P007,Budget,372,74,446,450,4,4,0
S06,P008,Budget,372,74,446,399,-47,0,47
S06,P009,Budget,372,74,446,525,79,79,0
S06,P010,Budget,370,74,444,383,-61,0,61
S06,P011,Budget,372,74,446,430,-16,0,16
S06,P012,Budget,372,74,446,333,-113,0,113
S06,P013,Budget,372,74,446,319,-127,0,127
S06,P014,Budget,372,74,446,570,124,124,0
S06,P015,Budget,372,74,446,536,90,90,0
S06,P016,Budget,372,74,446,498,52,52,0
S06,P017,Budget,372,74,446,422,-24,0,24
S06,P018,Budget,372,74,446,359,-87,0,87
S06,P019,Budget,372,74,446,354,-92,0,92
S06,P020,Budget,372,74,446,379,-67,0,67
S06,P021,Mid-range,187,37,224,231,7,7,0
S06,P022,Mid-range,372,74,446,503,57,57,0
S06,P023,Mid-range,187,37,224,246,22,22,0
S06,P024,Mid-range,373,75,448,389,-59,0,59
S06,P025,Mid-range,186,37,223,284,61,61,0
S06,P026,Mid-range,372,74,446,510,64,64,0
S06,P027,Mid-range,372,74,446,461,15,15,0
S06,P028,Mid-range,372,74,446,476,30,30,0
S06,P029,Mid-range,373,75,448,426,-22,0,22
S06,P030,Mid-range,372,74,446,378,-68,0,68
S06,P031,Mid-range,373,75,448,409,-39,0,39
S06,P032,Mid-range,372,74,446,515,69,69,0
S06,P033,Mid-range,372,74,446,316,-130,0,130
S06,P034,Mid-range,372,74,446,343,-103,0,103
S06,P035,Mid-range,372,74,446,325,-121,0,121
S06,P036,Mid-range,373,75,448,325,-123,0,123
S06,P037,Mid-range,372,74,446,541,95,95,0
S06,P038,Mid-range,372,74,446,500,54,54,0
S06,P039,Mid-range,372,74,446,439,-7,0,7
S06,P040,Mid-range,372,74,446,338,-108,0,108
S06,P041,Premium,244,49,293,292,-1,0,1
S06,P042,Premium,255,51,306,301,-5,0,5
S06,P043,Premium,124,25,149,120,-29,0,29
S06,P044,Premium,255,51,306,294,-12,0,12
S06,P045,Premium,255,51,306,287,-19,0,19
S06,P046,Premium,255,51,306,327,21,21,0
S06,P047,Premium,255,51,306,331,25,25,0
S06,P048,Premium,256,51,307,223,-84,0,84
S06,P049,Premium,255,51,306,283,-23,0,23
S06,P050,Premium,256,51,307,330,23,23,0
S06,P051,Premium,255,51,306,307,1,1,0
S06,P052,Premium,255,51,306,371,65,65,0
S06,P053,Flagship,66,13,79,87,8,8,0
S06,P054,Flagship,187,37,224,179,-45,0,45
S06,P055,Flagship,103,21,124,92,-32,0,32
S06,P056,Flagship,187,37,224,243,19,19,0
S06,P057,Flagship,159,32,191,137,-54,0,54
S06,P058,Flagship,187,37,224,236,12,12,0
S06,P059,Flagship,187,37,224,283,59,59,0
S06,P060,Flagship,187,37,224,234,10,10,0
S07,P001,Budget,257,51,308,287,-21,0,21
S07,P002,Budget,558,112,670,728,58,58,0
S07,P003,Budget,276,55,331,323,-8,0,8
S07,P004,Budget,558,112,670,688,18,18,0
S07,P005,Budget,408,82,490,620,130,130,0
S07,P006,Budget,557,111,668,622,-46,0,46
S07,P007,Budget,558,112,670,855,185,185,0
S07,P008,Budget,558,112,670,833,163,163,0
S07,P009,Budget,558,112,670,548,-122,0,122
S07,P010,Budget,557,111,668,495,-173,0,173
S07,P011,Budget,558,112,670,510,-160,0,160
S07,P012,Budget,558,112,670,476,-194,0,194
S07,P013,Budget,558,112,670,507,-163,0,163
S07,P014,Budget,558,112,670,744,74,74,0
S07,P015,Budget,558,112,670,498,-172,0,172
S07,P016,Budget,558,112,670,597,-73,0,73
S07,P017,Budget,558,112,670,809,139,139,0
S07,P018,Budget,558,112,670,478,-192,0,192
S07,P019,Budget,556,111,667,793,126,126,0
S07,P020,Budget,558,112,670,582,-88,0,88
S07,P021,Mid-range,255,51,306,236,-70,0,70
S07,P022,Mid-range,500,100,600,671,71,71,0
S07,P023,Mid-range,255,51,306,330,24,24,0
S07,P024,Mid-range,499,100,599,735,136,136,0
S07,P025,Mid-range,255,51,306,349,43,43,0
S07,P026,Mid-range,499,100,599,708,109,109,0
S07,P027,Mid-range,499,100,599,521,-78,0,78
S07,P028,Mid-range,499,100,599,483,-116,0,116
S07,P029,Mid-range,504,101,605,696,91,91,0
S07,P030,Mid-range,499,100,599,709,110,110,0
S07,P031,Mid-range,500,100,600,777,177,177,0
S07,P032,Mid-range,499,100,599,568,-31,0,31
S07,P033,Mid-range,502,100,602,556,-46,0,46
S07,P034,Mid-range,498,100,598,697,99,99,0
S07,P035,Mid-range,500,100,600,543,-57,0,57
S07,P036,Mid-range,498,100,598,753,155,155,0
S07,P037,Mid-range,504,101,605,735,130,130,0
S07,P038,Mid-range,499,100,599,573,-26,0,26
S07,P039,Mid-range,500,100,600,690,90,90,0
S07,P040,Mid-range,499,100,599,690,91,91,0
S07,P041,Premium,168,34,202,154,-48,0,48
S07,P042,Premium,190,38,228,283,55,55,0
S07,P043,Premium,73,15,88,88,0,0,0
S07,P044,Premium,191,38,229,274,45,45,0
S07,P045,Premium,190,38,228,203,-25,0,25
S07,P046,Premium,191,38,229,283,54,54,0
S07,P047,Premium,190,38,228,213,-15,0,15
S07,P048,Premium,190,38,228,161,-67,0,67
S07,P049,Premium,191,38,229,285,56,56,0
S07,P050,Premium,191,38,229,173,-56,0,56
S07,P051,Premium,190,38,228,203,-25,0,25
S07,P052,Premium,192,38,230,292,62,62,0
S07,P053,Flagship,62,12,74,94,20,20,0
S07,P054,Flagship,63,13,76,79,3,3,0
S07,P055,Flagship,62,12,74,80,6,6,0
S07,P056,Flagship,66,13,79,77,-2,0,2
S07,P057,Flagship,80,16,96,84,-12,0,12
S07,P058,Flagship,68,14,82,74,-8,0,8
S07,P059,Flagship,68,14,82,90,8,8,0
S07,P060,Flagship,65,13,78,90,12,12,0
S08,P001,Budget,258,52,310,364,54,54,0
S08,P002,Budget,558,112,670,786,116,116,0
S08,P003,Budget,259,52,311,235,-76,0,76
S08,P004,Budget,558,112,670,668,-2,0,2
S08,P005,Budget,413,83,496,364,-132,0,132
S08,P006,Budget,556,111,667,687,20,20,0
S08,P007,Budget,558,112,670,646,-24,0,24
S08,P008,Budget,558,112,670,826,156,156,0
S08,P009,Budget,558,112,670,610,-60,0,60
S08,P010,Budget,558,112,670,516,-154,0,154
S08,P011,Budget,558,112,670,526,-144,0,144
S08,P012,Budget,558,112,670,775,105,105,0
S08,P013,Budget,558,112,670,718,48,48,0
S08,P014,Budget,558,112,670,510,-160,0,160
S08,P015,Budget,558,112,670,503,-167,0,167
S08,P016,Budget,558,112,670,751,81,81,0
S08,P017,Budget,558,112,670,498,-172,0,172
S08,P018,Budget,558,112,670,799,129,129,0
S08,P019,Budget,557,111,668,751,83,83,0
S08,P020,Budget,558,112,670,502,-168,0,168
S08,P021,Mid-range,255,51,306,230,-76,0,76
S08,P022,Mid-range,500,100,600,775,175,175,0
S08,P023,Mid-range,255,51,306,283,-23,0,23
S08,P024,Mid-range,499,100,599,553,-46,0,46
S08,P025,Mid-range,255,51,306,363,57,57,0
S08,P026,Mid-range,499,100,599,760,161,161,0
S08,P027,Mid-range,501,100,601,776,175,175,0
S08,P028,Mid-range,501,100,601,692,91,91,0
S08,P029,Mid-range,499,100,599,555,-44,0,44
S08,P030,Mid-range,499,100,599,449,-150,0,150
S08,P031,Mid-range,499,100,599,699,100,100,0
S08,P032,Mid-range,499,100,599,620,21,21,0
S08,P033,Mid-range,501,100,601,574,-27,0,27
S08,P034,Mid-range,500,100,600,746,146,146,0
S08,P035,Mid-range,500,100,600,460,-140,0,140
S08,P036,Mid-range,499,100,599,596,-3,0,3
S08,P037,Mid-range,501,100,601,425,-176,0,176
S08,P038,Mid-range,499,100,599,588,-11,0,11
S08,P039,Mid-range,498,100,598,439,-159,0,159
S08,P040,Mid-range,499,100,599,462,-137,0,137
S08,P041,Premium,165,33,198,153,-45,0,45
S08,P042,Premium,190,38,228,248,20,20,0
S08,P043,Premium,104,21,125,143,18,18,0
S08,P044,Premium,190,38,228,239,11,11,0
S08,P045,Premium,190,38,228,291,63,63,0
S08,P046,Premium,191,38,229,212,-17,0,17
S08,P047,Premium,190,38,228,199,-29,0,29
S08,P048,Premium,190,38,228,278,50,50,0
S08,P049,Premium,191,38,229,191,-38,0,38
S08,P050,Premium,190,38,228,291,63,63,0
S08,P051,Premium,190,38,228,161,-67,0,67
S08,P052,Premium,190,38,228,292,64,64,0
S08,P053,Flagship,62,12,74,54,-20,0,20
S08,P054,Flagship,64,13,77,95,18,18,0
S08,P055,Flagship,62,12,74,75,1,1,0
S08,P056,Flagship,64,13,77,100,23,23,0
S08,P057,Flagship,63,13,76,57,-19,0,19
S08,P058,Flagship,63,13,76,78,2,2,0
S08,P059,Flagship,63,13,76,97,21,21,0
S08,P060,Flagship,63,13,76,77,1,1,0
S09,P001,Budget,260,52,312,336,24,24,0
S09,P002,Budget,558,112,670,749,79,79,0
S09,P003,Budget,279,56,335,326,-9,0,9
S09,P004,Budget,558,112,670,721,51,51,0
S09,P005,Budget,412,82,494,519,25,25,0
S09,P006,Budget,557,111,668,829,161,161,0
S09,P007,Budget,558,112,670,487,-183,0,183
S09,P008,Budget,558,112,670,582,-88,0,88
S09,P009,Budget,558,112,670,851,181,181,0
S09,P010,Budget,558,112,670,827,157,157,0
S09,P011,Budget,558,112,670,652,-18,0,18
S09,P012,Budget,558,112,670,718,48,48,0
S09,P013,Budget,558,112,670,581,-89,0,89
S09,P014,Budget,558,112,670,545,-125,0,125
S09,P015,Budget,558,112,670,655,-15,0,15
S09,P016,Budget,558,112,670,611,-59,0,59
S09,P017,Budget,558,112,670,704,34,34,0
S09,P018,Budget,558,112,670,500,-170,0,170
S09,P019,Budget,557,111,668,858,190,190,0
S09,P020,Budget,558,112,670,865,195,195,0
S09,P021,Mid-range,255,51,306,342,36,36,0
S09,P022,Mid-range,500,100,600,613,13,13,0
S09,P023,Mid-range,255,51,306,271,-35,0,35
S09,P024,Mid-range,499,100,599,712,113,113,0
S09,P025,Mid-range,255,51,306,340,34,34,0
S09,P026,Mid-range,499,100,599,478,-121,0,121
S09,P027,Mid-range,500,100,600,748,148,148,0
S09,P028,Mid-range,500,100,600,716,116,116,0
S09,P029,Mid-range,500,100,600,762,162,162,0
S09,P030,Mid-range,500,100,600,681,81,81,0
S09,P031,Mid-range,503,101,604,645,41,41,0
S09,P032,Mid-range,500,100,600,571,-29,0,29
S09,P033,Mid-range,502,100,602,758,156,156,0
S09,P034,Mid-range,500,100,600,732,132,132,0
S09,P035,Mid-range,501,100,601,437,-164,0,164
S09,P036,Mid-range,498,100,598,428,-170,0,170
S09,P037,Mid-range,501,100,601,556,-45,0,45
S09,P038,Mid-range,499,100,599,711,112,112,0
S09,P039,Mid-range,499,100,599,774,175,175,0
S09,P040,Mid-range,499,100,599,473,-126,0,126
S09,P041,Premium,169,34,203,214,11,11,0
S09,P042,Premium,190,38,228,212,-16,0,16
S09,P043,Premium,91,18,109,140,31,31,0
S09,P044,Premium,190,38,228,275,47,47,0
S09,P045,Premium,190,38,228,274,46,46,0
S09,P046,Premium,191,38,229,225,-4,0,4
S09,P047,Premium,190,38,228,216,-12,0,12
S09,P048,Premium,190,38,228,197,-31,0,31
S09,P049,Premium,191,38,229,168,-61,0,61
S09,P050,Premium,191,38,229,279,50,50,0
S09,P051,Premium,190,38,228,271,43,43,0
S09,P052,Premium,190,38,228,296,68,68,0
S09,P053,Flagship,62,12,74,96,22,22,0
S09,P054,Flagship,62,12,74,76,2,2,0
S09,P055,Flagship,62,12,74,86,12,12,0
S09,P056,Flagship,63,13,76,96,20,20,0
S09,P057,Flagship,63,13,76,92,16,16,0
S09,P058,Flagship,63,13,76,64,-12,0,12
S09,P059,Flagship,64,13,77,75,-2,0,2
S09,P060,Flagship,63,13,76,59,-17,0,17
S10,P001,Budget,259,52,311,396,85,85,0
S10,P002,Budget,558,112,670,713,43,43,0
S10,P003,Budget,259,52,311,260,-51,0,51
S10,P004,Budget,558,112,670,739,69,69,0
S10,P005,Budget,412,82,494,529,35,35,0
S10,P006,Budget,556,111,667,610,-57,0,57
S10,P007,Budget,558,112,670,515,-155,0,155
S10,P008,Budget,558,112,670,739,69,69,0
S10,P009,Budget,558,112,670,678,8,8,0
